team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year,weighted_grade,weighted_average_grade,merge_player_y
Colts,00-0036253,128.62900069213163,Colts,0.06,52.90%,Julian Blackmon,FS,0.5764443835616438,2021.0,julian blackmon,julian blackmon,julian blackmon,1865.0,Julian Blackmon,IND,S,376.0,49434.0,6.0,7.0,0.0,0.0,14.0,0.0,53.2,60.7,83.9,50.8,0.0,0.0,18.4,7.0,1.0,0.0,90.4,3.0,328.0,36.0,229.0,11.0,3.0,24.0,2.0,5.0,0.0,46.0,2021.0,22823.2,MISSING,julian blackmon
Colts,00-0033124,88.49581699735438,Colts,0.06,52.90%,Will Redmond,FS,0.0301369863013698,2021.0,will redmond,will redmond,will redmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0035530,85.68758885744568,Colts,0.06,52.90%,Khari Willis,SS,0.5709638356164384,2021.0,khari willis,khari willis,khari willis,1884.0,Khari Willis,IND,S,564.0,51304.0,11.0,17.0,0.0,0.0,14.0,1.0,50.1,60.3,83.6,82.3,2.0,0.0,6.7,4.0,2.0,2.0,115.6,14.0,213.0,234.0,308.0,54.0,19.0,39.0,1.0,19.0,3.0,246.0,2021.0,34009.2,MISSING,khari willis
Colts,00-0030566,42.58443161276992,Colts,0.06,52.90%,D.J. Swearinger,FS,0.0153424657534246,2021.0,dj swearinger,dj swearinger,dj swearinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0032198,35.67939814892561,Colts,0.06,52.90%,Ibraheim Campbell,SS,0.1073972602739726,2021.0,ibraheim campbell,ibraheim campbell,ibraheim campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0027914,0.0,Colts,0.06,52.90%,Andrew Sendejo,SS,0.4398761643835616,2021.0,andrew sendejo,andrew sendejo,andrew sendejo,1748.0,Andrew Sendejo,IND,S,610.0,6118.0,12.0,6.0,3.0,1.0,14.0,1.0,65.1,62.9,55.8,50.2,0.0,0.0,20.0,9.0,3.0,3.0,95.8,7.0,401.0,123.0,399.0,53.0,8.0,30.0,2.0,16.0,3.0,68.0,2021.0,38369.0,76.08519216277317,andrew sendejo
Colts,00-0030312,0.0,Colts,0.06,52.90%,Jahleel Addae,SS,0.2070005479452054,2021.0,jahleel addae,jahleel addae,jahleel addae,1761.0,Jahleel Addae,IND,S,132.0,8117.0,5.0,4.0,0.0,0.0,14.0,0.0,67.2,71.1,80.6,89.9,0.0,0.0,0.0,0.0,0.0,0.0,91.7,2.0,88.0,29.0,79.0,8.0,1.0,7.0,0.0,2.0,0.0,12.0,2021.0,9385.2,MISSING,jahleel addae
Commanders,00-0032262,114.10305788956364,Commanders,-0.116,41.20%,Landon Collins,SS,9.065068493150685,2021.0,landon collins,landon collins,landon collins,1774.0,Landon Collins,WAS,S,675.0,9466.0,13.0,17.0,0.0,1.0,32.0,2.0,38.8,54.7,82.9,62.5,2.0,0.0,11.8,10.0,0.0,1.0,110.6,43.0,129.0,341.0,394.0,165.0,30.0,58.0,5.0,56.0,4.0,478.0,2021.0,36922.5,MISSING,landon collins
Commanders,00-0034334,77.53333665949802,Commanders,-0.116,41.20%,Troy Apke,FS,0.6004991780821918,2021.0,troy apke,troy apke,troy apke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0031844,0.0,Commanders,-0.116,41.20%,Deshazor Everett,FS,1.0009616438356164,2021.0,deshazor everett,deshazor everett,deshazor everett,1782.0,Deshazor Everett,WAS,S,40.0,9940.0,3.0,2.0,0.0,0.0,32.0,0.0,34.4,31.4,74.6,42.2,0.0,0.0,25.0,1.0,0.0,0.0,135.4,1.0,20.0,14.0,26.0,5.0,0.0,1.0,0.0,2.0,1.0,32.0,2021.0,1256.0,MISSING,deshazor everett
Cowboys,00-0033083,85.14985494479788,Cowboys,0.173,66.70%,Darian Thompson,FS,0.0076712328767123,2021.0,darian thompson,darian thompson,darian thompson,1789.0,Darian Thompson,DAL,S,16.0,10705.0,4.0,0.0,0.0,0.0,9.0,0.0,68.2,71.6,71.4,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2021.0,1145.6,MISSING,darian thompson
Dolphins,00-0036221,156.85018541682646,Dolphins,-0.019,52.90%,Brandon Jones,FS,0.6068608219178082,2021.0,brandon jones,brandon jones,brandon jones,1840.0,Brandon Jones,MIA,S,644.0,43049.0,15.0,20.0,0.0,1.0,17.0,2.0,48.6,53.4,37.5,45.3,1.0,0.0,18.3,15.0,0.0,2.0,114.2,22.0,160.0,271.0,315.0,72.0,18.0,47.0,2.0,25.0,1.0,305.0,2021.0,34389.6,MISSING,brandon jones
Dolphins,00-0031555,90.71045147886922,Dolphins,-0.019,52.90%,Eric Rowe,SS,3.315068493150685,2021.0,eric rowe,eric rowe,eric rowe,1776.0,Eric Rowe,MIA,S,638.0,9480.0,17.0,21.0,1.0,3.0,17.0,0.0,70.7,71.1,57.8,79.5,0.0,0.0,7.4,6.0,4.0,4.0,111.5,48.0,86.0,236.0,419.0,213.0,24.0,54.0,1.0,61.0,3.0,416.0,2021.0,45361.8,MISSING,eric rowe
Dolphins,00-0032807,7.839606045757878,Dolphins,-0.019,52.90%,Clayton Fejedelem,SS,1.3578767123287672,2021.0,clayton fejedelem,clayton fejedelem,clayton fejedelem,1797.0,Clayton Fejedelem,MIA,S,17.0,10879.0,5.0,0.0,0.0,0.0,17.0,0.0,62.4,60.0,73.2,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,1020.0,MISSING,clayton fejedelem
Eagles,00-0036395,76.53071766164149,Eagles,0.052,50.00%,K'Von Wallace,SS,0.4827216438356164,2021.0,kvon wallace,kvon wallace,kvon wallace,1835.0,K'Von Wallace,PHI,S,183.0,42467.0,5.0,1.0,0.0,0.0,24.0,0.0,52.5,56.1,0.0,88.5,0.0,0.0,0.0,0.0,0.0,1.0,134.7,5.0,134.0,32.0,103.0,14.0,4.0,13.0,0.0,6.0,1.0,41.0,2021.0,10266.3,MISSING,kvon wallace
Eagles,00-0034993,31.156551652642293,Eagles,0.052,50.00%,Marcus Epps,FS,0.4657534246575342,2021.0,marcus epps,marcus epps,marcus epps,1890.0,Marcus Epps,PHI,S,505.0,51391.0,16.0,9.0,0.0,0.0,24.0,0.0,67.9,72.8,10.4,84.1,1.0,0.0,6.8,4.0,3.0,2.0,96.7,16.0,324.0,86.0,312.0,87.0,11.0,46.0,1.0,21.0,1.0,177.0,2021.0,36764.0,MISSING,marcus epps
Eagles,00-0031799,0.0,Eagles,0.052,50.00%,Anthony Harris,FS,0.8723287671232877,2021.0,anthony harris,anthony harris,anthony harris,1781.0,Anthony Harris,PHI,S,834.0,9895.0,14.0,19.0,0.0,1.0,24.0,0.0,59.6,61.6,85.4,73.7,1.0,0.0,8.8,7.0,2.0,2.0,93.3,26.0,362.0,305.0,499.0,139.0,19.0,54.0,3.0,40.0,3.0,216.0,2021.0,51374.4,MISSING,anthony harris
Eagles,00-0028899,0.0,Eagles,0.052,50.00%,Rodney McLeod,FS,0.9643835616438357,2021.0,rodney mcleod,rodney mcleod,rodney mcleod,1751.0,Rodney McLeod,PHI,S,684.0,7271.0,13.0,11.0,0.0,0.0,24.0,0.0,58.4,63.7,87.4,70.4,2.0,0.0,10.0,6.0,2.0,0.0,42.5,12.0,495.0,117.0,432.0,65.0,12.0,43.0,0.0,20.0,0.0,144.0,2021.0,43570.8,MISSING,rodney mcleod
Falcons,00-0036302,70.59453447255649,Falcons,-0.156,41.20%,Jaylinn Hawkins,FS,0.5187556164383562,2021.0,jaylinn hawkins,jaylinn hawkins,jaylinn hawkins,1893.0,Jaylinn Hawkins,ATL,S,462.0,51423.0,14.0,4.0,0.0,0.0,2.0,0.0,60.9,58.8,43.4,46.2,2.0,0.0,20.8,5.0,1.0,2.0,74.8,11.0,212.0,134.0,258.0,76.0,4.0,15.0,0.0,18.0,1.0,185.0,2021.0,27165.6,MISSING,jaylinn hawkins
Falcons,00-0030471,29.13078039197602,Falcons,-0.156,41.20%,Shawn Williams,SS,0.077625205479452,2021.0,shawn williams,shawn williams,shawn williams,1757.0,Shawn Williams,ATL,S,164.0,7865.0,5.0,6.0,1.0,0.0,2.0,0.0,63.5,62.6,2.8,56.9,0.0,0.0,13.6,3.0,0.0,1.0,67.1,3.0,52.0,61.0,72.0,25.0,5.0,13.0,0.0,5.0,0.0,18.0,2021.0,10266.4,MISSING,shawn williams
Falcons,00-0030383,26.623541648784418,Falcons,-0.156,41.20%,Duron Harmon,SS,0.5410958904109588,2021.0,duron harmon,duron harmon,duron harmon,1758.0,Duron Harmon,ATL,S,1071.0,7872.0,17.0,8.0,0.0,0.0,2.0,0.0,53.6,58.3,86.4,90.3,2.0,0.0,4.5,3.0,3.0,1.0,99.0,21.0,807.0,178.0,593.0,57.0,9.0,55.0,2.0,30.0,3.0,238.0,2021.0,62439.3,MISSING,duron harmon
Giants,00-0036388,266.8818960783634,Giants,-0.169,23.50%,Xavier McKinney,FS,1.0449621917808218,2021.0,xavier mckinney,xavier mckinney,xavier mckinney,1899.0,Xavier McKinney,NYG,S,1134.0,55775.0,17.0,19.0,0.0,0.0,21.0,0.0,78.4,75.4,71.2,81.0,5.0,1.0,9.3,9.0,4.0,1.0,79.2,35.0,807.0,148.0,671.0,135.0,15.0,69.0,1.0,47.0,3.0,376.0,2021.0,85503.6,MISSING,xavier mckinney
Giants,00-0033883,241.7366266152348,Giants,-0.169,23.50%,Jabrill Peppers,SS,3.7095890410958905,2021.0,jabrill peppers,jabrill peppers,jabrill peppers,1805.0,Jabrill Peppers,NYG,S,229.0,11780.0,6.0,8.0,0.0,0.0,21.0,0.0,53.2,58.7,82.1,76.9,0.0,0.0,6.3,2.0,0.0,0.0,121.9,19.0,11.0,60.0,132.0,107.0,10.0,22.0,1.0,23.0,1.0,225.0,2021.0,13442.3,MISSING,jabrill peppers
Giants,00-0034974,86.88494786109887,Giants,-0.169,23.50%,Julian Love,FS,0.5713506849315068,2021.0,julian love,julian love,julian love,1872.0,Julian Love,NYG,S,612.0,51081.0,17.0,13.0,0.0,1.0,21.0,1.0,57.4,55.4,27.8,77.8,1.0,0.0,4.9,3.0,5.0,3.0,108.7,33.0,182.0,140.0,363.0,211.0,16.0,45.0,1.0,45.0,3.0,352.0,2021.0,33904.799999999996,MISSING,julian love
Giants,00-0029570,5.163611291610373,Giants,-0.169,23.50%,Nate Ebner,FS,0.5410958904109588,2021.0,nate ebner,nate ebner,nate ebner,1750.0,Nate Ebner,NYG,S,1.0,7193.0,1.0,0.0,0.0,0.0,21.0,0.0,60.7,70.3,60.5,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,70.3,MISSING,nate ebner
Jaguars,00-0036306,54.32328539178591,Jaguars,-0.19,17.70%,Daniel Thomas,SS,0.4708378082191781,2021.0,daniel thomas,daniel thomas,daniel thomas,1837.0,Daniel Thomas,JAX,S,205.0,42544.0,6.0,6.0,0.0,0.0,15.0,0.0,56.4,61.9,81.1,89.3,0.0,0.0,0.0,0.0,0.0,0.0,62.5,4.0,101.0,56.0,108.0,16.0,0.0,17.0,0.0,8.0,0.0,36.0,2021.0,12689.5,MISSING,daniel thomas
Jaguars,00-0030161,0.0,Jaguars,-0.19,17.70%,Bradley McDougald,SS,0.0076712328767123,2021.0,bradley mcdougald,bradley mcdougald,bradley mcdougald,1762.0,Bradley McDougald,JAX,S,93.0,8220.0,3.0,0.0,0.0,0.0,15.0,0.0,49.7,44.9,76.3,42.9,0.0,0.0,25.0,1.0,0.0,0.0,118.8,1.0,73.0,15.0,59.0,5.0,0.0,3.0,0.0,1.0,0.0,51.0,2021.0,4175.7,MISSING,bradley mcdougald
Jaguars,00-0035378,0.0,Jaguars,-0.19,17.70%,Andrew Wingard,FS,0.4666673972602739,2021.0,andrew wingard,andrew wingard,andrew wingard,1862.0,Andrew Wingard,JAX,S,930.0,49268.0,15.0,16.0,0.0,0.0,15.0,0.0,75.1,69.0,42.2,40.1,1.0,0.0,21.0,22.0,0.0,2.0,100.0,15.0,656.0,159.0,519.0,68.0,22.0,67.0,2.0,25.0,4.0,150.0,2021.0,64170.0,MISSING,andrew wingard
Jets,00-0033892,188.2749931396101,Jets,-0.211,23.50%,Marcus Maye,FS,5.814794520547945,2021.0,marcus maye,marcus maye,marcus maye,1807.0,Marcus Maye,NYJ,S,362.0,11794.0,6.0,13.0,0.0,0.0,22.0,0.0,49.9,55.9,0.0,58.8,0.0,0.0,11.8,6.0,2.0,2.0,122.9,13.0,126.0,155.0,204.0,65.0,12.0,32.0,4.0,20.0,1.0,240.0,2021.0,20235.8,MISSING,marcus maye
Jets,00-0036329,161.24989190679736,Jets,-0.211,23.50%,Ashtyn Davis,FS,0.6123764383561644,2021.0,ashtyn davis,ashtyn davis,ashtyn davis,1867.0,Ashtyn Davis,NYJ,S,745.0,49560.0,13.0,16.0,0.0,3.0,22.0,0.0,66.1,60.7,85.6,63.3,2.0,0.0,12.9,9.0,1.0,0.0,120.6,20.0,410.0,219.0,414.0,105.0,12.0,45.0,0.0,25.0,3.0,286.0,2021.0,45221.5,MISSING,ashtyn davis
Jets,00-0031389,74.07323532237524,Jets,-0.211,23.50%,LaMarcus Joyner,FS,1.5954816438356163,2021.0,lamarcus joyner,lamarcus joyner,lamarcus joyner,1768.0,Lamarcus Joyner,NYJ,S,9.0,8676.0,1.0,0.0,0.0,0.0,22.0,0.0,65.1,67.0,71.2,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,603.0,MISSING,lamarcus joyner
Lions,00-0035655,122.8066155424955,Lions,-0.163,18.80%,Will Harris,SS,0.6126361643835616,2021.0,will harris,will harris,will harris,1887.0,Will Harris,DET,S,1011.0,51336.0,17.0,14.0,0.0,1.0,11.0,0.0,41.7,42.6,48.9,82.5,0.0,0.0,6.5,6.0,4.0,5.0,122.0,48.0,317.0,195.0,572.0,238.0,15.0,72.0,0.0,65.0,5.0,510.0,2021.0,43068.6,MISSING,will harris
Lions,00-0034745,109.52972938414568,Lions,-0.163,18.80%,Tracy Walker,FS,1.3169846575342463,2021.0,tracy walker,tracy walker,tracy walker,1881.0,Tracy Walker III,DET,S,881.0,51266.0,15.0,19.0,0.0,0.0,11.0,0.0,62.4,63.8,61.2,69.3,1.0,0.0,12.2,14.0,4.0,2.0,102.5,18.0,615.0,145.0,485.0,94.0,20.0,82.0,2.0,28.0,2.0,255.0,2021.0,56207.8,MISSING,tracy walker
Lions,00-0031870,0.0,Lions,-0.163,18.80%,Dean Marlowe,SS,0.4657534246575342,2021.0,dean marlowe,dean marlowe,dean marlowe,1783.0,Dean Marlowe,DET,S,700.0,9966.0,15.0,18.0,0.0,0.0,11.0,1.0,63.0,61.0,86.3,81.9,0.0,0.0,6.9,5.0,2.0,0.0,117.1,15.0,388.0,190.0,396.0,81.0,11.0,49.0,0.0,20.0,1.0,172.0,2021.0,42700.0,MISSING,dean marlowe
Lions,00-0035327,0.0,Lions,-0.163,18.80%,C.J. Moore,FS,0.4670323287671233,2021.0,cj moore,cj moore,cj moore,1824.0,C.J. Moore,DET,S,158.0,26617.0,11.0,2.0,0.0,0.0,11.0,0.0,62.3,59.2,81.8,42.5,1.0,0.0,20.0,3.0,0.0,0.0,39.6,7.0,61.0,46.0,101.0,37.0,1.0,10.0,0.0,10.0,0.0,45.0,2021.0,9353.6,MISSING,cj moore
Packers,00-0034968,320.2559837480742,Packers,0.116,72.20%,Darnell Savage,SS,1.8706383561643836,2021.0,darnell savage,darnell savage,darnell savage,1829.0,Darnell Savage,GB,S,1037.0,34247.0,17.0,11.0,1.0,0.0,12.0,0.0,62.1,58.5,24.8,58.2,2.0,0.0,15.7,11.0,7.0,4.0,116.6,30.0,713.0,168.0,690.0,152.0,9.0,48.0,2.0,45.0,6.0,409.0,2021.0,60664.5,MISSING,darnell savage
Packers,00-0031584,26.206131602322916,Packers,0.116,72.20%,Adrian Amos,FS,3.272328767123288,2021.0,adrian amos,adrian amos,adrian amos,1778.0,Adrian Amos,GB,S,1047.0,9575.0,17.0,12.0,0.0,0.0,12.0,0.0,74.1,74.7,65.6,86.3,2.0,0.0,6.4,6.0,7.0,2.0,95.7,32.0,573.0,317.0,695.0,141.0,14.0,76.0,0.0,55.0,6.0,316.0,2021.0,78210.90000000001,MISSING,adrian amos
Packers,00-0036243,15.8679384827685,Packers,0.116,72.20%,Vernon Scott,SS,0.4388613698630136,2021.0,vernon scott,vernon scott,vernon scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0036293,170.1813819186075,Panthers,-0.101,29.40%,Jeremy Chinn,SS,0.6527364383561645,2021.0,jeremy chinn,jeremy chinn,jeremy chinn,1843.0,Jeremy Chinn,CAR,S,1015.0,43179.0,16.0,13.0,1.0,1.0,5.0,1.0,74.3,71.4,85.4,70.4,1.0,0.0,9.6,11.0,3.0,2.0,94.4,29.0,158.0,510.0,521.0,199.0,41.0,91.0,6.0,44.0,3.0,255.0,2021.0,72471.0,MISSING,jeremy chinn
Panthers,00-0032403,46.355675149550294,Panthers,-0.101,29.40%,Juston Burris,SS,2.645,2021.0,juston burris,juston burris,juston burris,1792.0,Juston Burris,CAR,S,420.0,10752.0,9.0,3.0,0.0,0.0,5.0,0.0,60.0,56.6,40.3,45.2,1.0,0.0,20.0,5.0,0.0,3.0,42.5,6.0,222.0,89.0,228.0,86.0,3.0,17.0,1.0,10.0,0.0,72.0,2021.0,23772.0,MISSING,juston burris
Panthers,00-0036037,0.0,Panthers,-0.101,29.40%,Sam Franklin,SS,0.4301369863013699,2021.0,sam franklin,sam franklin,sam franklin,1847.0,Sam Franklin Jr.,CAR,S,153.0,43580.0,9.0,1.0,0.0,0.0,5.0,0.0,36.7,33.3,82.5,28.3,0.0,0.0,33.3,7.0,0.0,0.0,150.8,7.0,74.0,34.0,100.0,25.0,2.0,13.0,1.0,10.0,3.0,122.0,2021.0,5094.9,MISSING,sam franklin
Patriots,00-0033053,102.85487214222474,Patriots,0.133,55.60%,Sean Davis,FS,0.0301369863013698,2021.0,sean davis,sean davis,sean davis,1786.0,Sean Davis,NE,S,19.0,10692.0,4.0,1.0,0.0,0.0,19.0,0.0,48.6,40.8,71.1,74.8,0.0,0.0,0.0,0.0,0.0,0.0,118.8,1.0,11.0,7.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2021.0,775.1999999999999,MISSING,sean davis
Patriots,00-0027647,28.459288743103663,Patriots,0.133,55.60%,Devin McCourty,FS,6.0773567123287675,2021.0,devin mccourty,devin mccourty,devin mccourty,1746.0,Devin McCourty,NE,S,1019.0,5552.0,17.0,16.0,0.0,0.0,19.0,0.0,76.2,76.0,87.8,74.2,3.0,0.0,9.1,6.0,8.0,0.0,26.1,10.0,744.0,191.0,589.0,61.0,1.0,44.0,0.0,22.0,0.0,136.0,2021.0,77444.0,70.84159779614325,devin mccourty
Patriots,00-0031404,0.0,Patriots,0.133,55.60%,Adrian Phillips,FS,2.9633358904109586,2021.0,adrian phillips,adrian phillips,adrian phillips,1771.0,Adrian Phillips,NE,S,883.0,9177.0,17.0,24.0,0.0,1.0,19.0,0.0,86.3,80.5,68.7,83.3,4.0,1.0,6.4,6.0,5.0,1.0,56.6,27.0,137.0,391.0,492.0,138.0,30.0,64.0,3.0,45.0,3.0,209.0,2021.0,71081.5,MISSING,adrian phillips
Patriots,00-0029764,0.0,Patriots,0.133,55.60%,Cody Davis,FS,1.044318904109589,2021.0,cody davis,cody davis,cody davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0035693,283.85813845797065,Raiders,-0.062,55.60%,Johnathan Abram,FS,1.7178372602739729,2021.0,johnathan abram,johnathan abram,johnathan abram,1831.0,Johnathan Abram,LV,S,955.0,34646.0,14.0,24.0,0.0,0.0,23.0,1.0,54.2,56.9,63.8,57.4,1.0,0.0,14.2,17.0,3.0,2.0,105.2,54.0,119.0,503.0,564.0,244.0,33.0,79.0,5.0,68.0,4.0,409.0,2021.0,54339.5,MISSING,johnathan abram
Rams,00-0035663,161.83878201782818,Rams,0.107,76.20%,Taylor Rapp,SS,0.6984350684931506,2021.0,taylor rapp,taylor rapp,taylor rapp,1875.0,Taylor Rapp,LA,S,1113.0,51172.0,17.0,15.0,0.0,0.0,26.0,1.0,58.8,65.5,92.5,81.8,4.0,0.0,7.0,7.0,2.0,1.0,92.5,43.0,529.0,282.0,681.0,271.0,18.0,78.0,1.0,58.0,4.0,479.0,2021.0,72901.5,MISSING,taylor rapp
Rams,00-0036421,100.541862623757,Rams,0.107,76.20%,Terrell Burgess,SS,0.5603243835616438,2021.0,terrell burgess,terrell burgess,terrell burgess,1849.0,Terrell Burgess,LA,S,92.0,45255.0,7.0,4.0,0.0,0.0,26.0,0.0,51.0,54.8,79.7,62.1,0.0,0.0,11.1,1.0,0.0,0.0,89.3,7.0,12.0,22.0,61.0,54.0,2.0,4.0,0.0,7.0,0.0,38.0,2021.0,5041.599999999999,MISSING,terrell burgess
Rams,00-0036431,30.001606000302676,Rams,0.107,76.20%,Jordan Fuller,FS,0.4507824657534246,2021.0,jordan fuller,jordan fuller,jordan fuller,1850.0,Jordan Fuller,LA,S,1028.0,45326.0,16.0,30.0,0.0,0.0,26.0,0.0,69.4,74.3,83.3,82.3,1.0,0.0,8.6,10.0,2.0,0.0,85.2,31.0,648.0,235.0,644.0,138.0,24.0,76.0,1.0,42.0,0.0,318.0,2021.0,76380.4,MISSING,jordan fuller
Rams,00-0035669,13.153478211408068,Rams,0.107,76.20%,Nick Scott,FS,0.476346301369863,2021.0,nick scott,nick scott,nick scott,1852.0,Nick Scott,LA,S,415.0,49012.0,17.0,13.0,0.0,0.0,26.0,0.0,47.0,47.5,90.9,66.6,2.0,0.0,13.3,6.0,1.0,0.0,66.3,15.0,363.0,27.0,339.0,22.0,5.0,26.0,0.0,19.0,0.0,179.0,2021.0,19712.5,MISSING,nick scott
Ravens,00-0031559,69.19058654083321,Ravens,-0.069,47.10%,Jordan Richards,SS,0.0153424657534246,2021.0,jordan richards,jordan richards,jordan richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0034277,28.356075397272203,Ravens,-0.069,47.10%,Deshon Elliott,FS,1.2177813698630138,2021.0,deshon elliott,deshon elliott,deshon elliott,1825.0,DeShon Elliott,BLT,S,305.0,28854.0,6.0,1.0,0.0,0.0,3.0,0.0,61.7,65.6,84.4,52.1,1.0,0.0,20.0,5.0,0.0,0.0,47.9,6.0,151.0,90.0,196.0,30.0,6.0,19.0,2.0,10.0,0.0,85.0,2021.0,20008.0,MISSING,deshon elliott
Ravens,00-0033294,27.158851405988283,Ravens,-0.069,47.10%,Chuck Clark,SS,1.5716893150684932,2021.0,chuck clark,chuck clark,chuck clark,1815.0,Chuck Clark,BLT,S,1023.0,11941.0,16.0,13.0,0.0,0.0,3.0,0.0,61.1,66.2,67.6,68.3,2.0,1.0,10.6,9.0,4.0,1.0,112.1,31.0,449.0,302.0,623.0,125.0,24.0,63.0,3.0,45.0,4.0,448.0,2021.0,67722.6,MISSING,chuck clark
Ravens,00-0027539,0.0,Ravens,-0.069,47.10%,Anthony Levine,SS,0.4398761643835616,2021.0,anthony levine,anthony levine,anthony levine,1747.0,Anthony Levine,BLT,S,32.0,6013.0,3.0,0.0,0.0,0.0,3.0,0.0,38.9,44.3,75.9,77.6,0.0,0.0,0.0,0.0,1.0,0.0,118.8,5.0,0.0,18.0,21.0,5.0,1.0,4.0,0.0,6.0,0.0,79.0,2021.0,1417.6,60.7486690647482,anthony levine
Ravens,00-0030294,0.0,Ravens,-0.069,47.10%,Tony Jefferson,SS,0.0327243835616438,2021.0,tony jefferson,tony jefferson,tony jefferson,1763.0,Tony Jefferson,BLT,S,92.0,8361.0,5.0,3.0,0.0,0.0,3.0,0.0,76.1,73.5,80.9,74.3,0.0,0.0,8.3,1.0,1.0,0.0,73.8,6.0,26.0,31.0,69.0,21.0,4.0,8.0,0.0,10.0,0.0,52.0,2021.0,6762.0,MISSING,tony jefferson
Saints,00-0033894,179.10043971223772,Saints,0.038,52.90%,Marcus Williams,FS,5.814794520547945,2021.0,marcus williams,marcus williams,marcus williams,1808.0,Marcus Williams,NO,S,1037.0,11797.0,16.0,13.0,0.0,1.0,20.0,0.0,84.3,80.1,89.9,69.8,2.0,0.0,12.5,10.0,5.0,0.0,54.2,8.0,922.0,87.0,672.0,21.0,5.0,57.0,0.0,16.0,1.0,112.0,2021.0,83063.7,MISSING,marcus williams
Saints,00-0035253,90.1855283286764,Saints,0.038,52.90%,Chauncey Gardner-Johnson,SS,0.5731643835616439,2021.0,chauncey gardnerjohnson,cj gardnerjohnson,cj gardnerjohnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0026990,28.64675702596848,Saints,0.038,52.90%,Malcolm Jenkins,FS,2.767123287671233,2021.0,malcolm jenkins,malcolm jenkins,malcolm jenkins,1743.0,Malcolm Jenkins,NO,S,1042.0,4937.0,16.0,17.0,0.0,1.0,20.0,0.0,60.8,64.5,89.0,62.5,1.0,1.0,11.8,11.0,4.0,2.0,92.2,38.0,330.0,295.0,629.0,226.0,27.0,65.0,2.0,54.0,2.0,348.0,2021.0,67209.0,79.67410672853829,malcolm jenkins
Saints,00-0030196,0.0,Saints,0.038,52.90%,Jeff Heath,SS,0.4398761643835616,2021.0,jeff heath,jeff heath,jeff heath,1764.0,Jeff Heath,NO,S,73.0,8396.0,4.0,0.0,0.0,0.0,20.0,0.0,62.2,57.1,78.5,29.9,0.0,0.0,42.9,3.0,0.0,0.0,118.8,1.0,59.0,6.0,50.0,5.0,4.0,4.0,0.0,1.0,0.0,17.0,2021.0,4168.3,MISSING,jeff heath
Saints,00-0034116,0.0,Saints,0.038,52.90%,J.T. Gray,SS,0.821917808219178,2021.0,jt gray,jt gray,jt gray,1895.0,J.T. Gray,NO,S,41.0,51495.0,9.0,1.0,0.0,0.0,20.0,0.0,66.2,68.0,77.5,80.6,0.0,0.0,0.0,0.0,0.0,0.0,118.8,1.0,27.0,4.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2021.0,2788.0,MISSING,jt gray
Seahawks,00-0033872,425.8873840248471,Seahawks,0.018,41.20%,Jamal Adams,SS,2.73972602739726,2021.0,jamal adams,jamal adams,jamal adams,1803.0,Jamal Adams,SEA,S,872.0,11761.0,12.0,25.0,0.0,0.0,29.0,0.0,47.4,60.1,45.7,66.4,2.0,0.0,9.3,9.0,2.0,3.0,69.9,26.0,302.0,287.0,468.0,150.0,28.0,63.0,3.0,45.0,2.0,252.0,2021.0,52407.2,MISSING,jamal adams
