team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,targeted_qb_rating,targets,touchdowns,wide_rate,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,inline_snaps,slot_snaps,wide_snaps,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Bears,00-0028114,7.038175513992918,Bears,-0.032,47.10%,Dwayne Harris,WR,0.1380070635721493,2020.0,dwayne harris,dwayne harris,dwayne harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0035399,0.0,Bengals,-0.139,26.70%,Stanley Morgan,WR,0.0890373360242179,2020.0,stanley morgan,stanley morgan,stanley morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0036165,28.635529678388632,Bills,0.134,79.00%,Isaiah Hodgins,WR,0.3091135216952573,2020.0,isaiah hodgins,isaiah hodgins,isaiah hodgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033266,0.0,Browns,0.01,66.70%,Jojo Natson,WR,0.4824672048435923,2020.0,jojo natson,jojo natson,jojo natson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0035104,0.0,Browns,0.01,66.70%,Alexander Hollins,WR,0.0200332996972754,2020.0,alexander hollins,alexander hollins,alexander hollins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035491,0.0,Cardinals,0.018,50.00%,A.J. Richardson,WR,0.0720484359233097,2020.0,aj richardson,paul richardson,paul richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0035457,0.0,Chargers,0.015,43.80%,Tyron Johnson,WR,0.2353511604439959,2020.0,tyron johnson,tyler johnson,tyler johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0035901,0.0,Chargers,0.015,43.80%,Jeff Cotton,WR,0.0720484359233097,2020.0,jeff cotton,,jeff cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0036228,26.458860635074227,Colts,0.092,64.70%,Dezmon Patmon,WR,0.3240933400605449,2020.0,dezmon patmon,dezmon patmon,dezmon patmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0035297,26.7262815773131,Commanders,0.033,41.20%,Kelvin Harmon,WR,0.2305549949545913,2020.0,kelvin harmon,kelvin harmon,kelvin harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0035070,0.0,Commanders,0.033,41.20%,Emanuel Hall,WR,0.201816347124117,2020.0,emanuel hall,marvin hall,marvin hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034867,0.0,Cowboys,-0.101,37.50%,Malik Turner,WR,0.3784056508577195,2020.0,malik turner,malik turner,malik turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0033705,0.0,Dolphins,0.049,62.50%,Andre Patton,WR,0.0127144298688193,2020.0,andre patton,andre patton,andre patton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030821,0.0,Dolphins,0.049,62.50%,Allen Hurns,WR,0.0252270433905146,2020.0,allen hurns,allen hurns,allen hurns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030669,0.0,Dolphins,0.049,62.50%,Albert Wilson,WR,0.0378405650857719,2020.0,albert wilson,albert wilson,albert wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0030068,42.57531677175973,Eagles,-0.08,26.70%,Marquise Goodwin,WR,0.0252270433905146,2020.0,marquise goodwin,marquise goodwin,marquise goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0035782,0.0,Falcons,-0.029,25.00%,Juwan Green,WR,0.0720484359233097,2020.0,juwan green,aj green,aj green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0034141,0.0,Falcons,-0.029,25.00%,Devin Gray,WR,0.0254288597376387,2020.0,devin gray,devin duvernay,devin duvernay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0032795,22.22573637473818,Giants,-0.093,37.50%,Cody Core,WR,1.0090817356205852,2020.0,cody core,cody core,cody core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0035359,0.0,Giants,-0.093,37.50%,David Sills,WR,0.201816347124117,2020.0,david sills,david sills,david sills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033261,0.0,Jaguars,-0.217,6.30%,Bug Howard,WR,0.0127144298688193,2020.0,bug howard,,bug howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0035401,0.0,Jaguars,-0.217,6.30%,Damion Willis,WR,0.0169525731584258,2020.0,damion willis,damion willis,damion willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0032055,134.97023468665023,Packers,0.195,77.80%,Devin Funchess,WR,0.0252270433905146,2020.0,devin funchess,devin funchess,devin funchess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0031166,0.0,Packers,0.195,77.80%,Seth Roberts,WR,0.0605449041372351,2020.0,seth roberts,seth roberts,seth roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032688,0.0,Panthers,-0.068,31.30%,Robby Anderson,WR,4.036326942482341,2020.0,robby anderson,,robby anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0035947,0.0,Panthers,-0.068,31.30%,Omar Bayless,WR,0.201816347124117,2020.0,omar bayless,,omar bayless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026293,3.8469444009826854,Patriots,-0.071,43.80%,Matthew Slater,WR,1.2991927346115035,2020.0,matthew slater,matthew slater,matthew slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032160,0.0,Raiders,-0.071,50.00%,Tyrell Williams,WR,5.600403632694248,2020.0,tyrell williams,tyrell williams,tyrell williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0035621,0.0,Rams,0.151,61.10%,Nsimba Webster,WR,0.3405650857719475,2020.0,nsimba webster,nsimba webster,nsimba webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0035934,0.0,Rams,0.151,61.10%,Trishton Jackson,WR,0.3099561049445005,2020.0,trishton jackson,trishton jackson,trishton jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032398,71.77559448077486,Ravens,0.137,66.70%,Chris Moore,WR,0.5285065590312815,2020.0,chris moore,chris moore,chris moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0031511,0.0,Ravens,0.137,66.70%,DeAndrew White,WR,0.239656912209889,2020.0,deandrew white,deandrew white,deandrew white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0035126,0.0,Ravens,0.137,66.70%,Antoine Wesley,WR,0.201816347124117,2020.0,antoine wesley,antoine wesley,antoine wesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0032208,165.76030248346748,Seahawks,0.06,70.60%,Phillip Dorsett,WR,0.4477800201816347,2020.0,phillip dorsett,phillip dorsett,phillip dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029664,61.43075226806175,Seahawks,0.06,70.60%,Josh Gordon,WR,0.0607946518668012,2020.0,josh gordon,josh gordon,josh gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0036308,50.55916997275343,Texans,-0.075,25.00%,Isaiah Coulter,WR,0.3010918264379414,2020.0,isaiah coulter,isaiah coulter,isaiah coulter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0033706,0.0,Texans,-0.075,25.00%,Artavis Scott,WR,0.0296670030272452,2020.0,artavis scott,damari scott,damari scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0036345,47.0564985527913,Vikings,-0.006,43.80%,K.J. Osborn,WR,0.3415454086781029,2020.0,kj osborn,kj osborn,kj osborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0035976,0.0,Vikings,-0.006,43.80%,Dan Chisena,WR,0.3094515640766902,2020.0,dan chisena,dan chisena,dan chisena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031299,72.81680483319619,49ers,0.081,60.00%,Jordan Matthews,WR,0.0767123287671232,2021.0,jordan matthews,jordan matthews,jordan matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034286,12.39431308913593,49ers,0.081,60.00%,Richie James,WR,0.5146000000000001,2021.0,richie james,richie james,richie james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0036804,0.0,49ers,0.081,60.00%,Connor Wedington,WR,0.0705753424657534,2021.0,connor wedington,,connor wedington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0035869,0.0,49ers,0.081,60.00%,Austin Mack,WR,0.0252054794520547,2021.0,austin mack,austin mack,austin mack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0035562,0.0,Bears,-0.119,35.30%,Jesper Horsted,WR,0.4273972602739726,2021.0,jesper horsted,,jesper horsted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0035621,0.0,Bears,-0.119,35.30%,Nsimba Webster,WR,0.0100821917808219,2021.0,nsimba webster,nsimba webster,nsimba webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0036571,31.115566737117295,Bills,0.202,63.20%,Marquez Stevenson,WR,0.2510334246575342,2021.0,marquez stevenson,,marquez stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0036165,25.91049873828526,Bills,0.202,63.20%,Isaiah Hodgins,WR,0.0907397260273972,2021.0,isaiah hodgins,isaiah hodgins,isaiah hodgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0033633,0.0,Bills,0.202,63.20%,Tanner Gentry,WR,0.0907397260273972,2021.0,tanner gentry,tanner gentry,tanner gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0034370,73.79666996550506,Broncos,0.016,41.20%,Daesean Hamilton,WR,0.3620060273972603,2021.0,daesean hamilton,daesean hamilton,daesean hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0035592,34.35670114784227,Broncos,0.016,41.20%,Travis Fulgham,WR,0.0050410958904109,2021.0,travis fulgham,travis fulgham,travis fulgham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0034660,0.0,Broncos,0.016,41.20%,Rico Gafford,WR,0.0050410958904109,2021.0,rico gafford,rico gafford,rico gafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033562,53.07768806114611,Browns,-0.005,47.10%,Ryan Switzer,WR,0.2684931506849315,2021.0,ryan switzer,ryan switzer,ryan switzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0036145,0.0,Browns,-0.005,47.10%,Lawrence Cager,WR,0.0100821917808219,2021.0,lawrence cager,lawrence cager,lawrence cager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0034386,52.02610428129852,Buccaneers,0.205,73.70%,Justin Watson,WR,0.5454449315068494,2021.0,justin watson,justin watson,justin watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0036104,0.0,Buccaneers,0.205,73.70%,John Hurst,WR,0.0352876712328767,2021.0,john hurst,john ursua,john ursua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035876,0.0,Cardinals,0.141,61.10%,Andre Baccellia,WR,0.0907397260273972,2021.0,andre baccellia,andre baccellia,andre baccellia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0036377,58.65647718815181,Chargers,0.044,52.90%,Joe Reed,WR,0.0907397260273972,2021.0,joe reed,joe reed,joe reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0036959,0.0,Chargers,0.044,52.90%,Michael Bandy,WR,0.0100821917808219,2021.0,michael bandy,michael bandy,michael bandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0035883,0.0,Chargers,0.044,52.90%,Maurice Ffrench,WR,0.0100821917808219,2021.0,maurice ffrench,,maurice ffrench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0036647,43.74603858657363,Chiefs,0.102,70.00%,Cornell Powell,WR,0.0907397260273972,2021.0,cornell powell,,cornell powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0033474,0.0,Chiefs,0.102,70.00%,Gehrig Dieter,WR,0.0907397260273972,2021.0,gehrig dieter,gehrig dieter,gehrig dieter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0035848,0.0,Colts,0.06,52.90%,De'Michael Harris,WR,0.0756164383561643,2021.0,demichael harris,demichael harris,demichael harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0035978,0.0,Colts,0.06,52.90%,Quartney Davis,WR,0.2273972602739726,2021.0,quartney davis,corey davis,corey davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0034409,28.191613752280865,Commanders,-0.116,41.20%,Dylan Cantrell,WR,0.2410958904109589,2021.0,dylan cantrell,,dylan cantrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0036340,64.45668282046191,Commanders,-0.116,41.20%,Antonio Gandy-Golden,WR,0.0050410958904109,2021.0,antonio gandygolden,antonio gandygolden,antonio gandygolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0035297,24.182939616118016,Commanders,-0.116,41.20%,Kelvin Harmon,WR,0.0604931506849315,2021.0,kelvin harmon,kelvin harmon,kelvin harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0032609,0.0,Commanders,-0.116,41.20%,Marken Michel,WR,0.0856986301369863,2021.0,marken michel,,marken michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0036646,45.19716284281021,Cowboys,0.173,66.70%,Simi Fehoko,WR,0.3945413698630137,2021.0,simi fehoko,simi fehoko,simi fehoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0036776,0.0,Cowboys,0.173,66.70%,T.J. Vasher,WR,0.2283101369863013,2021.0,tj vasher,,tj vasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034510,0.0,Cowboys,0.173,66.70%,Robert Foster,WR,0.0856986301369863,2021.0,robert foster,robert foster,robert foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0032795,16.465230474474474,Dolphins,-0.019,52.90%,Cody Core,WR,0.0460273972602739,2021.0,cody core,cody core,cody core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030821,0.0,Dolphins,-0.019,52.90%,Allen Hurns,WR,1.5799084931506848,2021.0,allen hurns,allen hurns,allen hurns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0036398,47.50502523249307,Eagles,0.052,50.00%,John Hightower,WR,0.0453698630136986,2021.0,john hightower,john hightower,john hightower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0034406,30.73987530396711,Eagles,0.052,50.00%,Deon Cain,WR,0.0920547945205479,2021.0,deon cain,deon cain,deon cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0033840,48.522611880880646,Falcons,-0.156,41.20%,Chad Hansen,WR,0.0151232876712328,2021.0,chad hansen,chad hansen,chad hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0036841,0.0,Falcons,-0.156,41.20%,Austin Trammell,WR,0.0200909589041095,2021.0,austin trammell,austin trammell,austin trammell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0035991,0.0,Giants,-0.169,23.50%,Rysen John,WR,0.2287671232876712,2021.0,rysen john,,rysen john,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0036931,0.0,Giants,-0.169,23.50%,Travis Toivonen,WR,0.0252054794520547,2021.0,travis toivonen,,travis toivonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0035602,0.0,Giants,-0.169,23.50%,Alex Bachman,WR,0.0200909589041095,2021.0,alex bachman,alex bachman,alex bachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0035313,14.24219053986667,Jaguars,-0.19,17.70%,Terry Godwin,WR,0.2410958904109589,2021.0,terry godwin,terry godwin,terry godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0035901,0.0,Jaguars,-0.19,17.70%,Jeff Cotton,WR,0.0050410958904109,2021.0,jeff cotton,,jeff cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0035826,0.0,Jaguars,-0.19,17.70%,Josh Hammond,WR,0.0200909589041095,2021.0,josh hammond,josh morgan,josh morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0036497,0.0,Jaguars,-0.19,17.70%,Tim Jones,WR,0.0756164383561643,2021.0,tim jones,tim jones,tim jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0036750,0.0,Lions,-0.163,18.80%,Javon McKinley,WR,0.0655342465753424,2021.0,javon mckinley,mason kinsey,mason kinsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0033859,55.90733560170712,Packers,0.116,72.20%,Josh Malone,WR,0.0306849315068493,2021.0,josh malone,josh malone,josh malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0036463,0.0,Packers,0.116,72.20%,Chris Blair,WR,0.0907397260273972,2021.0,chris blair,chris blair,chris blair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0036438,13.308484270782202,Panthers,-0.101,29.40%,Stephen Sullivan,WR,0.0200909589041095,2021.0,stephen sullivan,stephen williams,stephen williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032688,0.0,Panthers,-0.101,29.40%,Robby Anderson,WR,4.836529315068494,2021.0,robby anderson,,robby anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0036034,0.0,Panthers,-0.101,29.40%,Aaron Parker,WR,0.0554520547945205,2021.0,aaron parker,preston parker,preston parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0036536,16.449906020558004,Patriots,0.133,55.60%,Tre Nixon,WR,0.0907397260273972,2021.0,tre nixon,,tre nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026293,2.8498865061974903,Patriots,0.133,55.60%,Matthew Slater,WR,1.6446378082191782,2021.0,matthew slater,matthew slater,matthew slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0035457,0.0,Raiders,-0.062,55.60%,Tyron Johnson,WR,0.023744109589041,2021.0,tyron johnson,tyler johnson,tyler johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0036527,0.0,Raiders,-0.062,55.60%,D.J. Turner,WR,0.0907397260273972,2021.0,dj turner,dj turner,dj turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0036849,210.92207055248576,Rams,0.107,76.20%,TuTu Atwell,WR,0.5886624657534246,2021.0,tutu atwell,tutu atwell,tutu atwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0036598,0.0,Rams,0.107,76.20%,Landen Akers,WR,0.0151232876712328,2021.0,landen akers,,landen akers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0035935,0.0,Rams,0.107,76.20%,J.J. Koski,WR,0.0050410958904109,2021.0,jj koski,,jj koski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0034646,0.0,Rams,0.107,76.20%,Brandon Powell,WR,0.0280060273972602,2021.0,brandon powell,brandon powell,brandon powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0035819,0.0,Ravens,-0.069,47.10%,Binjimen Victor,WR,0.0907397260273972,2021.0,binjimen victor,,binjimen victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0036125,0.0,Ravens,-0.069,47.10%,Jaylon Moore,WR,0.0907397260273972,2021.0,jaylon moore,jason moore,jason moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0036040,0.0,Saints,0.038,52.90%,Juwan Johnson,WR,0.4273972602739726,2021.0,juwan johnson,juwan johnson,juwan johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0032765,122.44630186794728,Saints,0.038,52.90%,Michael Thomas,WR,5.534246575342466,2021.0,michael thomas,michael thomas,michael thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0036939,13.976604992657856,Saints,0.038,52.90%,Kawaan Baker,WR,0.0050410958904109,2021.0,kawaan baker,javon baker,javon baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0035597,14.357904486301692,Seahawks,0.018,41.20%,John Ursua,WR,0.2410958904109589,2021.0,john ursua,john ursua,john ursua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0036810,0.0,Seahawks,0.018,41.20%,Cade Johnson,WR,0.0302465753424657,2021.0,cade johnson,cade johnson,cade johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0035838,0.0,Seahawks,0.018,41.20%,Matt Cole,WR,0.0201643835616438,2021.0,matt cole,,matt cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0035987,0.0,Seahawks,0.018,41.20%,Aaron Fuller,WR,0.0200909589041095,2021.0,aaron fuller,,aaron fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0035164,0.0,Seahawks,0.018,41.20%,Cody Thompson,WR,0.0200909589041095,2021.0,cody thompson,cody thompson,cody thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0034928,0.0,Steelers,-0.057,52.90%,Steven Sims Jr.,WR,0.0403287671232876,2021.0,steven sims,steven sims,steven sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0036858,28.02931822464414,Texans,-0.211,23.50%,Jalen Camp,WR,0.0200909589041095,2021.0,jalen camp,jalen camp,jalen camp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0036782,0.0,Texans,-0.211,23.50%,Damon Hazelton,WR,0.0252054794520547,2021.0,damon hazelton,,damon hazelton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0034669,0.0,Texans,-0.211,23.50%,Jordan Veasy,WR,0.0050410958904109,2021.0,jordan veasy,jordan taylor,jordan taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
