team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Year,weighted_grade,weighted_average_grade,merge_player_y
Bengals,00-0036298,87.66690906740426,Bengals,0.124,73.70%,Akeem Davis-Gaither,OLB,0.5280393852065322,2022.0,akeem davisgaither,,akeem davisgaither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0037346,0.0,Bengals,0.124,73.70%,Owen Carney,DE,0.0331412103746397,2022.0,owen carney,,owen carney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0036553,178.8595153028878,Bills,0.156,77.80%,Carlos Basham Jr.,DE,0.6140230547550432,2022.0,carlos basham,tarell basham,tarell basham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0031557,62.030164282480655,Bills,0.156,77.80%,Jordan Phillips,DE,1.688139289145053,2022.0,jordan phillips,jordan willis,jordan willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0032660,0.0,Bills,0.156,77.80%,Brandin Bryant,DE,0.0165706051873198,2022.0,brandin bryant,austin bryant,austin bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0033571,27.859682188336667,Bills,0.156,77.80%,Matt Milano,OLB,2.364835734870317,2022.0,matt milano,,matt milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0030463,9.994988060113537,Bills,0.156,77.80%,A.J. Klein,OLB,0.1910547550432276,2022.0,aj klein,,aj klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0035352,0.0,Bills,0.156,77.80%,Tyrel Dodson,OLB,0.4298751200768492,2022.0,tyrel dodson,,tyrel dodson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0035678,127.02865660722112,Broncos,-0.036,29.40%,Dre'Mont Jones,DE,1.348030739673391,2022.0,dremont jones,dremont jones,dremont jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0038106,95.54220204900987,Broncos,-0.036,29.40%,Eyioma Uwazurike,DE,0.4305797310278578,2022.0,eyioma uwazurike,,eyioma uwazurike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0031795,0.0,Broncos,-0.036,29.40%,DeShawn Williams,DE,0.5595581171950048,2022.0,deshawn williams,sam williams,sam williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0037379,0.0,Broncos,-0.036,29.40%,Christopher Allen,OLB,0.2113352545629202,2022.0,christopher allen,,christopher allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033234,0.0,Browns,-0.016,41.20%,Chris Odom,DE,0.2305475504322766,2022.0,chris odom,chris odom,chris odom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0036915,205.94739815439215,Browns,-0.016,41.20%,Jeremiah Owusu-Koramoah,OLB,0.7069486071085495,2022.0,jeremiah owusukoramoah,,jeremiah owusukoramoah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0035646,112.66388785777104,Browns,-0.016,41.20%,Sione Takitaki,OLB,0.5788756003842459,2022.0,sione takitaki,,sione takitaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0036276,99.994451850774,Browns,-0.016,41.20%,Jacob Phillips,OLB,0.5720816522574448,2022.0,jacob phillips,jaelan phillips,jaelan phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0036634,57.24150064712397,Browns,-0.016,41.20%,Tony Fields,OLB,0.435850144092219,2022.0,tony fields,,tony fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0032448,7.164360822209495,Browns,-0.016,41.20%,Stephen Weatherly,DE,0.5763688760806917,2022.0,stephen weatherly,stephen weatherly,stephen weatherly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0038127,310.16426883281133,Buccaneers,-0.004,44.40%,Logan Hall,DE,0.8135931796349664,2022.0,logan hall,,logan hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029657,14.945072256956992,Buccaneers,-0.004,44.40%,Akiem Hicks,DE,1.1483299711815562,2022.0,akiem hicks,,akiem hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0030386,12.766172196824169,Buccaneers,-0.004,44.40%,William Gholston,DE,1.0086455331412103,2022.0,william gholston,william gholston,william gholston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0033595,7.3730419122412,Buccaneers,-0.004,44.40%,Pat O'Connor,DE,0.5031219980787704,2022.0,pat oconnor,patrick oconnor,patrick oconnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0036517,0.0,Buccaneers,-0.004,44.40%,Hamilcar Rashed,DE,0.0220941402497598,2022.0,hamilcar rashed,hamilcar rashed,hamilcar rashed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0036045,0.0,Buccaneers,-0.004,44.40%,Cam Gill,OLB,0.4338780019212296,2022.0,cam gill,cam gill,cam gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0036711,0.0,Buccaneers,-0.004,44.40%,Charles Snowden,DE,0.0497118155619596,2022.0,charles snowden,charles snowden,charles snowden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035248,137.79645280895562,Cardinals,-0.094,23.50%,Zach Allen,DE,1.3571969260326608,2022.0,zach allen,zach allen,zach allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0027949,42.61314047919675,Cardinals,-0.094,23.50%,J.J. Watt,DE,7.636887608069164,2022.0,jj watt,jj watt,jj watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035541,11.102506693507294,Cardinals,-0.094,23.50%,Michael Dogbe,DE,0.0772492795389049,2022.0,michael dogbe,michael hoecht,michael hoecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0035343,0.0,Cardinals,-0.094,23.50%,Jonathan Ledbetter,DE,0.3386167146974063,2022.0,jonathan ledbetter,jonathan ledbetter,jonathan ledbetter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032892,51.06066292150742,Cardinals,-0.094,23.50%,Nick Vigil,OLB,0.8501440922190202,2022.0,nick vigil,,nick vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032437,10.431171159245077,Cardinals,-0.094,23.50%,Kamu Grugier-Hill,OLB,0.2388184438040346,2022.0,kamu grugierhill,,kamu grugierhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0034810,23.62684860575103,Chargers,-0.005,55.60%,Sebastian Joseph-Day,DE,2.4015369836695486,2022.0,sebastian josephday,,sebastian josephday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0032671,0.0,Chargers,-0.005,55.60%,Morgan Fox,DE,0.5031219980787704,2022.0,morgan fox,tomon fox,tomon fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0035903,0.0,Chargers,-0.005,55.60%,Joe Gaziano,DE,0.1910547550432276,2022.0,joe gaziano,joe gaziano,joe gaziano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0036632,63.544827265506626,Chiefs,0.18,85.00%,Joshua Kaindoh,DE,0.4562132564841498,2022.0,joshua kaindoh,joshua kaindoh,joshua kaindoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0036621,187.4137962421097,Chiefs,0.18,85.00%,Nick Bolton,OLB,0.6368472622478386,2022.0,nick bolton,nik bonitto,nik bonitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0035157,0.0,Chiefs,0.18,85.00%,Darius Harris,OLB,0.4298751200768492,2022.0,darius harris,charles harris,charles harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034987,40.64527776672986,Colts,-0.136,25.00%,E.J. Speed,OLB,0.4982463976945244,2022.0,ej speed,,ej speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0034431,11.849996519197887,Colts,-0.136,25.00%,Zaire Franklin,OLB,1.733909702209414,2022.0,zaire franklin,,zaire franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0036050,0.0,Commanders,-0.007,50.00%,Benning Potoa'e,DE,0.018812199807877,2022.0,benning potoae,,benning potoae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0036614,371.7974263070821,Commanders,-0.007,50.00%,Jamin Davis,OLB,1.5057829010566763,2022.0,jamin davis,jamin davis,jamin davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033577,20.838392612750564,Commanders,-0.007,50.00%,Nate Gerry,OLB,0.0276176753121998,2022.0,nate gerry,,nate gerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0031596,14.038910145414592,Commanders,-0.007,50.00%,David Mayo,OLB,0.4298751200768492,2022.0,david mayo,david ojabo,david ojabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0036982,130.5551000931373,Cowboys,0.118,68.40%,Chauncey Golston,DE,0.5366983669548511,2022.0,chauncey golston,chauncey golston,chauncey golston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0033563,35.37457755589143,Cowboys,0.118,68.40%,Carlos Watkins,DE,0.2865821325648415,2022.0,carlos watkins,,carlos watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0031256,112.77836780265795,Cowboys,0.118,68.40%,Anthony Barr,OLB,0.918234390009606,2022.0,anthony barr,,anthony barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034835,104.71838159031286,Cowboys,0.118,68.40%,Malik Jefferson,OLB,0.0221902017291066,2022.0,malik jefferson,willie jefferson,willie jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0036882,87.75715869130494,Cowboys,0.118,68.40%,Jabril Cox,OLB,0.4888631123919308,2022.0,jabril cox,,jabril cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0032789,15.584690503198866,Cowboys,0.118,68.40%,Devante Bond,OLB,0.2425552353506244,2022.0,devante bond,devante bond,devante bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0034848,49.710420595570426,Dolphins,0.032,50.00%,R.J. McIntosh,DE,0.0517771373679154,2022.0,rj mcintosh,,rj mcintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0035404,0.0,Dolphins,0.032,50.00%,Porter Gustin,OLB,0.1720461095100864,2022.0,porter gustin,porter gustin,porter gustin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0033549,80.4948756286272,Dolphins,0.032,50.00%,Duke Riley,OLB,1.4197319884726225,2022.0,duke riley,,duke riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0037315,21.035209425105887,Dolphins,0.032,50.00%,Cameron Goode,OLB,0.0994236311239193,2022.0,cameron goode,cameron goode,cameron goode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0032734,0.0,Dolphins,0.032,50.00%,Brennan Scarlett,OLB,0.0764649375600384,2022.0,brennan scarlett,brennan scarlett,brennan scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0036878,70.59453447255649,Eagles,0.163,80.00%,Janarius Robinson,DE,0.2799140249759846,2022.0,janarius robinson,janarius robinson,janarius robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0036393,92.3849873246454,Eagles,0.163,80.00%,Davion Taylor,OLB,0.0994236311239193,2022.0,davion taylor,devin taylor,devin taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0034375,62.071628365603445,Eagles,0.163,80.00%,Kyzir White,OLB,0.878001921229587,2022.0,kyzir white,keion white,keion white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0036813,0.0,Eagles,0.163,80.00%,Christian Elliss,DE,0.0564365994236311,2022.0,christian elliss,chris ellis,chris ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0036948,60.46615417470352,Falcons,-0.061,41.20%,Ta'Quon Graham,DE,0.3692430355427473,2022.0,taquon graham,brandon graham,brandon graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0035179,0.0,Falcons,-0.061,41.20%,Jalen Dalton,DE,0.1881219980787704,2022.0,jalen dalton,,jalen dalton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0034587,0.0,Falcons,-0.061,41.20%,Abdullah Anderson,DE,0.3821095100864553,2022.0,abdullah anderson,will anderson,will anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0034657,0.0,Falcons,-0.061,41.20%,Matt Dickerson,DE,0.4634966378482229,2022.0,matt dickerson,,matt dickerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0035513,0.0,Falcons,-0.061,41.20%,Amani Bledsoe,DE,0.0552353506243996,2022.0,amani bledsoe,amani bledsoe,amani bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0037592,0.0,Falcons,-0.061,41.20%,David Anenih,DE,0.0564365994236311,2022.0,david anenih,,david anenih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0031933,173.15288881079596,Giants,-0.013,55.60%,Leonard Williams,DE,7.387127761767531,2022.0,leonard williams,trevardo williams,trevardo williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0037621,0.0,Giants,-0.013,55.60%,Ryder Anderson,DE,0.0752487992315081,2022.0,ryder anderson,ryan anderson,ryan anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0034318,0.0,Giants,-0.013,55.60%,Henry Mondeaux,DE,0.1910547550432276,2022.0,henry mondeaux,,henry mondeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033541,168.93799868405472,Jaguars,0.065,52.60%,Taco Charlton,DE,0.0073967339097022,2022.0,taco charlton,taco charlton,taco charlton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033064,70.4474191651654,Jaguars,0.065,52.60%,Adam Gotsis,DE,0.5931796349663785,2022.0,adam gotsis,adam gotsis,adam gotsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0034723,0.0,Jaguars,0.065,52.60%,Nick Thurman,DE,0.0828530259365994,2022.0,nick thurman,,nick thurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0036868,81.87631224757715,Jaguars,0.065,52.60%,Jordan Smith,OLB,0.3073472622478386,2022.0,jordan smith,jordan smith,jordan smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0034760,113.3443297366606,Jets,-0.041,41.20%,Nathan Shepherd,DE,0.4538904899135446,2022.0,nathan shepherd,,nathan shepherd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0036379,37.00430717128218,Jets,-0.041,41.20%,Bradlee Anae,DE,0.0238818443804034,2022.0,bradlee anae,bradlee anae,bradlee anae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0036668,13.05814591845892,Jets,-0.041,41.20%,Marquiss Spencer,DE,0.0220941402497598,2022.0,marquiss spencer,,marquiss spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0035680,89.2204733011669,Jets,-0.041,41.20%,Quincy Williams,OLB,1.2199807877041309,2022.0,quincy williams,tim williams,tim williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0034730,28.12888780404807,Jets,-0.041,41.20%,Marcell Harris,OLB,0.0517771373679154,2022.0,marcell harris,charles harris,charles harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0035219,27.469874463432635,Lions,-0.011,52.90%,Isaiah Buggs,DE,0.4634966378482229,2022.0,isaiah buggs,,isaiah buggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0036964,90.13545623890364,Lions,-0.011,52.90%,Derrick Barnes,OLB,0.4900581171950048,2022.0,derrick barnes,derrick burgess,derrick burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029061,0.0,Lions,-0.011,52.90%,Julian Stanford,OLB,0.0095581171950048,2022.0,julian stanford,julian stanford,julian stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0032387,87.79734607225814,Packers,-0.014,47.10%,Jarran Reed,DE,0.8443804034582133,2022.0,jarran reed,,jarran reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0032412,27.89544850364642,Packers,-0.014,47.10%,Dean Lowry,DE,3.339397214217099,2022.0,dean lowry,,dean lowry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0035135,0.0,Packers,-0.014,47.10%,Tim Ward,DE,0.0441882804995196,2022.0,tim ward,tim ward,tim ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0033336,0.0,Packers,-0.014,47.10%,Eric Wilson,OLB,0.3343458213256484,2022.0,eric wilson,ej wilson,ej wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032781,23.453977168644965,Panthers,-0.046,41.20%,Matthew Ioannidis,DE,1.0000537944284342,2022.0,matthew ioannidis,,matthew ioannidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031550,98.28277802979628,Panthers,-0.046,41.20%,Shaq Thompson,OLB,6.295916426512968,2022.0,shaq thompson,bj thompson,bj thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0034302,0.0,Panthers,-0.046,41.20%,Frankie Luvu,OLB,1.674012487992315,2022.0,frankie luvu,frankie luvu,frankie luvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0036978,111.52838007478388,Patriots,0.038,47.10%,Ronnie Perkins,DE,0.5224274735830932,2022.0,ronnie perkins,ronnie perkins,ronnie perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0036159,164.33462154641143,Patriots,0.038,47.10%,Joshua Uche,OLB,0.7059649375600384,2022.0,joshua uche,joshua uche,joshua uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0030421,34.042875947049446,Patriots,0.038,47.10%,Jamie Collins,OLB,0.1338136407300672,2022.0,jamie collins,zaven collins,zaven collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0035674,252.02587880696123,Raiders,-0.059,35.30%,Jerry Tillery,DE,0.4381633045148895,2022.0,jerry tillery,jerry tillery,jerry tillery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032970,53.84125393981142,Raiders,-0.059,35.30%,Jordan Jenkins,OLB,0.2305475504322766,2022.0,jordan jenkins,jordan jenkins,jordan jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0036990,137.6079833745296,Raiders,-0.059,35.30%,Divine Deablo,OLB,0.5437113352545629,2022.0,divine deablo,,divine deablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0034588,0.0,Raiders,-0.059,35.30%,Trent Harris,OLB,0.0147934678194044,2022.0,trent harris,trent harris,trent harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0032889,92.06987763029323,Rams,-0.098,29.40%,A'Shawn Robinson,DE,4.5629202689721415,2022.0,ashawn robinson,adrian robinson,adrian robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0036855,43.5333565096564,Rams,-0.098,29.40%,Earnest Brown,DE,0.0828530259365994,2022.0,earnest brown,everette brown,everette brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0036855,43.5333565096564,Rams,-0.098,29.40%,Earnest Brown,DE,0.0564365994236311,2022.0,earnest brown,everette brown,everette brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0037515,0.0,Rams,-0.098,29.40%,Zach VanValkenburg,DE,0.0883765609990393,2022.0,zach vanvalkenburg,zach vanvalkenburg,zach vanvalkenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0035944,0.0,Rams,-0.098,29.40%,Jonah Williams,DE,0.3962536023054755,2022.0,jonah williams,jordan williams,jordan williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0034812,12.509874927864445,Rams,-0.098,29.40%,Travin Howard,OLB,0.2401536983669548,2022.0,travin howard,travon walker,travon walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0031177,15.75176978246538,Ravens,0.006,55.60%,Brent Urban,DE,0.4298751200768492,2022.0,brent urban,brent urban,brent urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0026190,7.843073098770305,Ravens,0.006,55.60%,Calais Campbell,DE,1.7098943323727185,2022.0,calais campbell,calais campbell,calais campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0033939,52.69838474529005,Ravens,0.006,55.60%,Vince Biegel,OLB,0.2305475504322766,2022.0,vince biegel,vince biegel,vince biegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0036562,45.74782881618743,Ravens,0.006,55.60%,Daelin Hayes,OLB,0.253747358309318,2022.0,daelin hayes,daelin hayes,daelin hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0037179,0.0,Ravens,0.006,55.60%,Jeremiah Moon,OLB,0.0994236311239193,2022.0,jeremiah moon,jeremiah moon,jeremiah moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0034320,55.90733560170712,Saints,-0.002,41.20%,Kentavius Street,DE,0.6075888568683957,2022.0,kentavius street,,kentavius street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0035816,0.0,Saints,-0.002,41.20%,Niko Lalos,DE,0.0441882804995196,2022.0,niko lalos,niko lalos,niko lalos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0035763,0.0,Saints,-0.002,41.20%,Malcolm Roach,DE,0.3855792507204611,2022.0,malcolm roach,malcolm koonce,malcolm koonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0036927,181.6178445660616,Saints,-0.002,41.20%,Pete Werner,OLB,0.6205441882804995,2022.0,pete werner,,pete werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0036418,134.64653909856312,Saints,-0.002,41.20%,Zack Baun,OLB,0.6302315081652257,2022.0,zack baun,zack baun,zack baun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0035316,11.798538590921076,Saints,-0.002,41.20%,Kaden Elliss,OLB,0.4726604226705091,2022.0,kaden elliss,kaden elliss,kaden elliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0035636,247.28531313332437,Seahawks,-0.019,50.00%,L.J. Collier,DE,1.6560244956772334,2022.0,lj collier,lj collier,lj collier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0036426,54.712038822002995,Seahawks,-0.019,50.00%,Alton Robinson,DE,0.4720638808837656,2022.0,alton robinson,alton robinson,alton robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0034234,0.0,Seahawks,-0.019,50.00%,Poona Ford,DE,4.8390970220941405,2022.0,poona ford,,poona ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0036368,96.10694121980713,Seahawks,-0.019,50.00%,Tanner Muse,OLB,0.4059913544668588,2022.0,tanner muse,,tanner muse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0037080,59.54763706891429,Seahawks,-0.019,50.00%,Tyreke Smith,DE,0.245073967339097,2022.0,tyreke smith,tyreke smith,tyreke smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0035143,52.772668466505394,Seahawks,-0.019,50.00%,Ben Burr-Kirven,OLB,0.470895292987512,2022.0,ben burrkirven,,ben burrkirven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0033905,92.36772459044694,Steelers,-0.009,52.90%,Larry Ogunjobi,DE,3.842459173871278,2022.0,larry ogunjobi,,larry ogunjobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0033929,63.62191573829264,Steelers,-0.009,52.90%,Montravius Adams,DE,0.8489433237271854,2022.0,montravius adams,,montravius adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027969,26.331793287596422,Steelers,-0.009,52.90%,Cameron Heyward,DE,8.360350624399615,2022.0,cameron heyward,cameron wake,cameron wake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0037576,0.0,Steelers,-0.009,52.90%,Mika Tafua,DE,0.0165706051873198,2022.0,mika tafua,,mika tafua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
