Team,Year,Cap_Space,adjusted_value,snap_counts_defense,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,assists,tackles,tackles_for_loss,stops,interceptions,interception_touchdowns,missed_tackles,pass_break_ups,penalties,declined_penalties,forced_fumbles,fumble_recoveries,receptions,targets,touchdowns,yards,player_game_count,Net EPA,Win %,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,missed_tackle_rate,qb_rating_against
Buccaneers,2018,3.2603182844243794,94.7893239285987,2157.0,1206.0,619.0,1315.0,218.0,25.0,190.0,4.0,52.0,6.0,0.0,40.0,11.0,4.0,1.0,0.0,1.0,77.0,103.0,8.0,968.0,53.0,-0.06,31.30%,60.8,57.9,76.97999999999999,51.86,17.2,113.4
Cardinals,2018,5.008916478555305,454.92790155102875,3085.0,1362.0,955.0,1705.0,470.0,35.0,217.0,4.0,65.0,7.0,0.0,40.0,15.0,10.0,0.0,5.0,2.0,83.0,124.0,7.0,890.0,50.0,-0.27,18.80%,70.025,64.925,51.400000000000006,54.6,22.625,96.55
Chargers,2018,6.387182279909706,581.6289564380984,2834.0,1084.0,1172.0,1786.0,288.0,53.0,206.0,6.0,82.0,5.0,0.0,31.0,13.0,10.0,0.0,1.0,1.0,91.0,140.0,6.0,1069.0,58.0,0.14,72.20%,69.6,71.5,59.175,72.75,9.825,91.05
Chiefs,2018,11.61464841986456,247.9583345448426,1480.0,765.0,363.0,943.0,169.0,22.0,86.0,0.0,21.0,3.0,1.0,15.0,3.0,8.0,3.0,0.0,1.0,42.0,63.0,7.0,526.0,36.0,0.2,72.20%,59.879999999999995,60.64,61.620000000000005,52.92,18.98,101.6
Colts,2018,3.5988019187358913,603.8920961184705,2322.0,1577.0,464.0,1444.0,175.0,36.0,168.0,5.0,47.0,6.0,0.0,28.0,7.0,4.0,0.0,4.0,1.0,60.0,82.0,3.0,566.0,62.0,0.11,61.10%,69.1,69.22857142857143,69.27142857142857,64.17142857142856,12.542857142857144,72.95714285714286
Commanders,2018,3.1981314898419857,374.86731060956174,1630.0,1028.0,409.0,951.0,123.0,26.0,119.0,2.0,22.0,4.0,0.0,22.0,4.0,2.0,0.0,2.0,1.0,36.0,48.0,3.0,399.0,42.0,-0.09,43.80%,60.2,63.425,68.325,48.76666666666667,16.833333333333332,66.675
Cowboys,2018,2.8623713318284425,196.48437473188045,2070.0,1224.0,457.0,1281.0,216.0,15.0,127.0,5.0,36.0,3.0,0.0,33.0,13.0,3.0,0.0,2.0,0.0,66.0,87.0,5.0,672.0,42.0,0.05,61.10%,59.73333333333333,59.725,67.325,41.36666666666667,20.0,79.375
Dolphins,2018,6.669186230248307,673.615793155644,1868.0,1095.0,407.0,1032.0,209.0,20.0,133.0,7.0,41.0,7.0,1.0,27.0,5.0,3.0,1.0,0.0,1.0,49.0,68.0,5.0,727.0,38.0,-0.15,43.80%,61.400000000000006,62.574999999999996,70.375,45.325,31.425,98.525
Eagles,2018,9.198402934537246,74.76921136568293,2077.0,904.0,581.0,1423.0,421.0,22.0,145.0,6.0,53.0,2.0,0.0,27.0,11.0,4.0,0.0,3.0,2.0,69.0,93.0,5.0,632.0,43.0,0.01,55.60%,72.225,68.8,65.0,54.525,19.475,94.9
Falcons,2018,5.330585778781038,206.8645741395728,2162.0,1077.0,714.0,1347.0,251.0,35.0,159.0,4.0,46.0,8.0,0.0,34.0,11.0,4.0,2.0,1.0,0.0,64.0,97.0,7.0,579.0,56.0,-0.03,43.80%,65.43333333333334,66.25,67.21666666666667,62.21666666666667,11.083333333333334,86.55
Giants,2018,2.929667607223476,0.0,2536.0,1020.0,923.0,1522.0,383.0,36.0,190.0,6.0,58.0,6.0,1.0,45.0,6.0,6.0,1.0,1.0,1.0,77.0,110.0,5.0,910.0,57.0,-0.04,31.30%,63.82000000000001,61.14,65.2,59.760000000000005,11.760000000000002,100.92
Jaguars,2018,6.135281602708804,0.0,1566.0,685.0,356.0,900.0,300.0,15.0,87.0,7.0,37.0,2.0,0.0,11.0,8.0,8.0,0.0,0.0,0.0,36.0,60.0,3.0,367.0,43.0,-0.1,31.30%,67.575,63.1,50.699999999999996,60.15,31.25,50.75
Jets,2018,5.080900677200903,678.1578781791738,1813.0,836.0,576.0,1025.0,209.0,29.0,147.0,10.0,51.0,2.0,0.0,15.0,10.0,4.0,0.0,4.0,1.0,32.0,60.0,4.0,408.0,29.0,-0.15,25.00%,76.025,75.1,41.175,75.625,9.0,71.375
Lions,2018,7.884212753950338,359.82505730540873,2350.0,1095.0,717.0,1441.0,326.0,28.0,170.0,5.0,59.0,4.0,1.0,21.0,6.0,7.0,1.0,1.0,0.0,78.0,111.0,5.0,891.0,63.0,-0.06,37.50%,70.4,71.32000000000001,64.86,76.075,7.15,61.92
Packers,2018,1.5104080135440179,233.7249014826812,1398.0,509.0,582.0,815.0,192.0,21.0,101.0,4.0,31.0,0.0,0.0,20.0,4.0,2.0,0.0,1.0,0.0,50.0,67.0,4.0,649.0,38.0,0.0,40.00%,54.06,57.48,75.4,61.98,10.76,91.7
Panthers,2018,4.596452595936794,361.6812542580452,1986.0,1057.0,536.0,1199.0,204.0,27.0,137.0,8.0,40.0,5.0,0.0,20.0,7.0,4.0,1.0,0.0,0.0,51.0,67.0,10.0,768.0,49.0,0.01,43.80%,58.8,61.8,62.8,70.86,9.540000000000001,113.52000000000001
Patriots,2018,12.370866817155756,387.46756351472624,2550.0,1034.0,802.0,1670.0,412.0,27.0,157.0,2.0,42.0,6.0,1.0,12.0,3.0,5.0,0.0,2.0,4.0,92.0,133.0,12.0,934.0,51.0,0.11,73.70%,68.46000000000001,69.28,76.1,77.32000000000001,4.775,81.34
Raiders,2018,6.202424943566592,449.74029971123036,2183.0,979.0,718.0,1159.0,377.0,30.0,129.0,2.0,32.0,8.0,0.0,22.0,7.0,1.0,0.0,1.0,0.0,50.0,88.0,11.0,528.0,55.0,-0.2,25.00%,66.2,66.4,75.3,67.725,12.975,79.375
Rams,2018,7.708384875846501,373.4736818946812,2276.0,1209.0,711.0,1477.0,220.0,35.0,179.0,5.0,58.0,6.0,0.0,18.0,10.0,4.0,0.0,1.0,1.0,69.0,99.0,6.0,737.0,52.0,0.15,79.00%,71.55,69.95,63.775000000000006,66.625,18.75,79.25
Ravens,2018,8.4129881489842,60.453582238720216,2132.0,1064.0,579.0,1352.0,309.0,23.0,132.0,6.0,53.0,2.0,0.0,19.0,6.0,6.0,1.0,1.0,1.0,62.0,93.0,6.0,681.0,44.0,0.11,58.80%,69.16666666666667,69.8,71.23333333333333,68.56666666666666,11.766666666666666,95.43333333333334
Saints,2018,4.148778216704289,406.81456488149195,2121.0,1159.0,524.0,1378.0,254.0,21.0,140.0,7.0,39.0,4.0,0.0,24.0,2.0,3.0,1.0,3.0,2.0,60.0,82.0,9.0,714.0,55.0,0.13,77.80%,60.425,64.275,76.725,60.1,11.375,92.175
Seahawks,2018,14.942295146726861,193.03193574967608,2097.0,1195.0,518.0,1338.0,203.0,26.0,154.0,8.0,41.0,7.0,0.0,19.0,9.0,3.0,0.0,3.0,2.0,70.0,96.0,10.0,773.0,49.0,0.1,58.80%,72.78,75.5,67.32000000000001,74.47999999999999,7.2,95.76
Steelers,2018,4.276244356659142,611.2231504143156,2462.0,1262.0,760.0,1588.0,343.0,38.0,150.0,1.0,47.0,2.0,0.0,23.0,12.0,8.0,1.0,1.0,1.0,66.0,100.0,5.0,876.0,53.0,0.07,60.00%,63.5,63.666666666666664,71.75,64.61666666666666,12.116666666666665,82.60000000000001
Texans,2018,11.692953724604966,363.23794091355103,2189.0,1051.0,631.0,1453.0,446.0,14.0,149.0,4.0,44.0,8.0,1.0,17.0,10.0,5.0,0.0,1.0,3.0,73.0,104.0,11.0,1020.0,41.0,0.08,64.70%,74.2,72.65,78.65,64.53333333333333,11.399999999999999,70.475
Titans,2018,6.87483013544018,460.33914726837634,2111.0,1004.0,721.0,1245.0,244.0,35.0,130.0,5.0,43.0,5.0,0.0,14.0,6.0,2.0,0.0,0.0,0.0,52.0,70.0,3.0,512.0,48.0,-0.04,56.30%,64.62,70.96000000000001,78.53999999999999,72.075,12.25,71.5
Vikings,2018,8.877571106094807,155.3279254320143,2092.0,1121.0,596.0,1191.0,193.0,26.0,134.0,7.0,42.0,6.0,0.0,10.0,6.0,5.0,2.0,1.0,2.0,36.0,58.0,2.0,457.0,39.0,0.03,53.30%,72.375,76.775,67.675,80.425,5.6,71.75
49ers,2019,5.541299149840595,481.2679813631943,2053.0,1074.0,559.0,1247.0,308.0,30.0,114.0,4.0,33.0,0.0,0.0,18.0,16.0,3.0,0.0,3.0,3.0,39.0,71.0,6.0,393.0,43.0,0.216,79.00%,67.575,70.025,72.325,58.5,12.8,91.75
Bears,2019,3.2996625929861843,402.2598787461944,2188.0,1224.0,558.0,1346.0,330.0,14.0,122.0,5.0,34.0,4.0,1.0,22.0,8.0,4.0,0.0,0.0,3.0,53.0,86.0,5.0,522.0,49.0,-0.032,50.00%,70.85,70.975,59.175000000000004,64.5,9.766666666666666,66.6
Bengals,2019,3.6957449521785337,264.5016453266585,2355.0,1071.0,917.0,1285.0,240.0,32.0,194.0,6.0,52.0,4.0,0.0,50.0,8.0,1.0,0.0,3.0,1.0,67.0,93.0,3.0,959.0,53.0,-0.193,12.50%,59.275000000000006,55.5,61.675,52.15,15.4,97.65
Bills,2019,7.128766737513284,132.7364449628299,2107.0,1026.0,653.0,1271.0,296.0,40.0,148.0,4.0,50.0,3.0,0.0,18.0,2.0,2.0,0.0,5.0,4.0,44.0,64.0,5.0,481.0,40.0,0.061,58.80%,70.65,73.175,62.7,79.125,4.699999999999999,99.1
Broncos,2019,6.12363390010627,106.65269280295739,2592.0,1186.0,690.0,1634.0,647.0,35.0,174.0,7.0,65.0,7.0,0.0,22.0,21.0,2.0,0.0,2.0,1.0,83.0,132.0,9.0,997.0,56.0,-0.053,43.80%,71.82499999999999,73.05,82.525,71.475,9.575000000000001,101.275
Browns,2019,7.70127895855473,392.2840432093651,1478.0,705.0,487.0,786.0,184.0,33.0,102.0,3.0,29.0,1.0,0.0,18.0,9.0,3.0,0.0,0.0,0.0,34.0,51.0,4.0,376.0,28.0,-0.076,37.50%,64.125,69.275,60.25,69.275,9.475000000000001,79.425
Buccaneers,2019,2.5724378320935175,118.6739174454432,2318.0,1206.0,663.0,1520.0,283.0,19.0,143.0,10.0,47.0,2.0,0.0,29.0,9.0,7.0,2.0,0.0,2.0,59.0,93.0,7.0,690.0,49.0,0.072,43.80%,51.75,54.225,47.85,49.7,18.0,93.575
Cardinals,2019,2.5433623804463337,395.52365446016745,2024.0,1074.0,604.0,1210.0,244.0,45.0,185.0,6.0,63.0,1.0,0.0,24.0,8.0,5.0,1.0,1.0,2.0,65.0,80.0,3.0,666.0,45.0,-0.081,33.30%,61.449999999999996,61.239999999999995,58.44,60.7,15.3,86.9
Chargers,2019,3.7100281615302872,473.20506782838606,1932.0,1008.0,511.0,1098.0,238.0,27.0,120.0,6.0,43.0,4.0,0.0,24.0,1.0,3.0,0.0,0.0,0.0,54.0,65.0,5.0,605.0,37.0,0.0,31.30%,66.9,65.92,67.22,58.6,13.325,87.03999999999999
Chiefs,2019,7.590345377258236,165.88654821235485,2756.0,958.0,819.0,1705.0,749.0,35.0,164.0,4.0,52.0,9.0,1.0,39.0,10.0,6.0,1.0,0.0,0.0,97.0,156.0,7.0,813.0,64.0,0.133,79.00%,64.12,59.260000000000005,72.12,51.2,19.96,62.620000000000005
Colts,2019,4.929086078639744,549.3786099681195,2221.0,1374.0,495.0,1436.0,190.0,37.0,159.0,4.0,51.0,3.0,0.0,25.0,2.0,3.0,1.0,2.0,1.0,62.0,77.0,9.0,630.0,55.0,0.009,43.80%,63.0,67.75,87.125,66.575,11.125,110.15
Commanders,2019,4.003411795961743,374.97198937098955,2366.0,1166.0,789.0,1304.0,246.0,36.0,171.0,11.0,54.0,3.0,0.0,34.0,8.0,8.0,1.0,2.0,2.0,57.0,85.0,6.0,531.0,53.0,-0.213,18.80%,53.728571428571435,53.82857142857143,57.771428571428565,51.528571428571425,17.657142857142855,68.08571428571429
Cowboys,2019,2.8570138150903293,184.43006889493765,2156.0,1228.0,495.0,1347.0,277.0,41.0,129.0,7.0,41.0,2.0,0.0,20.0,11.0,8.0,0.0,2.0,2.0,63.0,90.0,4.0,660.0,48.0,0.137,50.00%,68.42,69.48,59.36,59.720000000000006,26.18,74.8
Dolphins,2019,13.679009564293306,58.68245906022202,1533.0,1063.0,244.0,834.0,96.0,23.0,80.0,1.0,16.0,4.0,0.0,23.0,6.0,4.0,2.0,0.0,0.0,34.0,44.0,10.0,419.0,38.0,-0.201,31.30%,60.4,62.879999999999995,56.160000000000004,47.78,17.78,121.67999999999999
Eagles,2019,9.522419766206163,90.25249267053314,2154.0,936.0,589.0,1349.0,394.0,24.0,126.0,5.0,53.0,2.0,0.0,24.0,10.0,5.0,1.0,6.0,1.0,47.0,81.0,2.0,540.0,43.0,0.035,52.90%,66.1,66.45,64.025,71.8,7.25,65.1
Falcons,2019,5.267202444208289,39.46311298839105,1553.0,606.0,597.0,903.0,230.0,32.0,115.0,9.0,37.0,2.0,0.0,18.0,7.0,6.0,0.0,1.0,0.0,56.0,83.0,4.0,586.0,50.0,-0.03,43.80%,48.416666666666664,49.23333333333333,57.65,65.4,9.02,89.89999999999999
Giants,2019,3.8423783209351754,129.9190084642601,2162.0,974.0,839.0,1236.0,235.0,36.0,178.0,11.0,56.0,2.0,1.0,31.0,11.0,6.0,2.0,3.0,3.0,65.0,88.0,7.0,830.0,54.0,-0.137,25.00%,58.620000000000005,56.8,64.94,52.0,21.14,110.12
Jaguars,2019,3.236086609989373,115.92668878360382,2153.0,1044.0,623.0,1231.0,263.0,44.0,117.0,6.0,40.0,4.0,0.0,22.0,10.0,6.0,0.0,2.0,1.0,48.0,72.0,5.0,596.0,49.0,-0.125,37.50%,65.78,62.720000000000006,71.47999999999999,57.4,28.659999999999997,74.68
Jets,2019,5.838767268862911,776.0071946089287,2071.0,1028.0,626.0,1225.0,263.0,16.0,120.0,7.0,46.0,2.0,1.0,14.0,10.0,6.0,0.0,2.0,1.0,29.0,53.0,3.0,345.0,37.0,-0.133,43.80%,73.925,65.25,63.300000000000004,73.3,6.3,38.775
Lions,2019,2.985404888416578,425.36763232401415,2428.0,962.0,842.0,1523.0,339.0,29.0,178.0,9.0,61.0,1.0,0.0,27.0,12.0,11.0,4.0,0.0,1.0,77.0,106.0,9.0,920.0,53.0,-0.11,20.00%,67.575,66.475,41.775,64.10000000000001,12.733333333333334,93.675
Packers,2019,5.210377789585547,635.9445745336678,2423.0,985.0,881.0,1457.0,403.0,18.0,160.0,6.0,43.0,4.0,0.0,27.0,11.0,1.0,1.0,3.0,0.0,72.0,106.0,5.0,803.0,48.0,0.089,77.80%,63.4,64.44,80.1,61.6,11.96,96.32000000000001
Panthers,2019,4.577513283740702,360.2996305217484,2212.0,1247.0,585.0,1296.0,227.0,30.0,159.0,4.0,42.0,3.0,0.0,25.0,12.0,7.0,0.0,1.0,2.0,53.0,73.0,9.0,698.0,37.0,-0.146,31.30%,64.83333333333333,63.96666666666667,56.6,64.36666666666666,8.533333333333333,74.8
Patriots,2019,14.430946333687569,219.9944143359925,2520.0,992.0,929.0,1617.0,296.0,23.0,131.0,5.0,41.0,8.0,0.0,19.0,9.0,4.0,1.0,2.0,1.0,71.0,109.0,2.0,672.0,61.0,0.227,70.60%,68.22,66.96000000000001,64.7,64.9,10.65,48.12
Raiders,2019,10.614457492029755,134.97023468665023,1830.0,1112.0,466.0,1114.0,148.0,16.0,130.0,9.0,34.0,4.0,2.0,23.0,7.0,8.0,0.0,1.0,1.0,32.0,48.0,6.0,571.0,38.0,-0.081,43.80%,62.1,60.279999999999994,42.58,50.519999999999996,24.02,69.34
Rams,2019,4.935142401700318,270.6108798432817,2648.0,1061.0,1009.0,1656.0,466.0,65.0,214.0,8.0,74.0,4.0,1.0,32.0,10.0,6.0,2.0,0.0,1.0,97.0,136.0,8.0,1090.0,55.0,0.04,56.30%,64.21666666666667,62.35,65.35000000000001,65.76,10.280000000000001,87.14999999999999
Ravens,2019,12.704211477151965,229.70501726746429,2126.0,718.0,865.0,1249.0,222.0,30.0,113.0,5.0,39.0,3.0,0.0,23.0,7.0,7.0,0.0,3.0,2.0,50.0,74.0,2.0,598.0,54.0,0.292,82.40%,66.18,63.650000000000006,67.73333333333333,55.82000000000001,11.72,77.35000000000001
Saints,2019,2.585219978746015,552.9383032036719,2907.0,1556.0,600.0,1905.0,484.0,28.0,191.0,13.0,66.0,6.0,1.0,32.0,16.0,15.0,3.0,4.0,6.0,94.0,143.0,9.0,1197.0,58.0,0.12,76.50%,55.48333333333333,58.88333333333333,58.75,63.43333333333334,8.799999999999999,99.61666666666667
Seahawks,2019,4.906970244420829,370.86013526038346,2464.0,1573.0,438.0,1592.0,275.0,28.0,143.0,1.0,33.0,7.0,1.0,37.0,5.0,3.0,0.0,4.0,2.0,53.0,86.0,3.0,727.0,49.0,-0.001,66.70%,67.6,63.739999999999995,77.58,49.760000000000005,17.26,78.62
Steelers,2019,2.936755047821466,838.0234213125108,2147.0,1156.0,583.0,1238.0,342.0,37.0,134.0,5.0,45.0,5.0,1.0,23.0,7.0,7.0,2.0,2.0,3.0,44.0,62.0,5.0,600.0,40.0,-0.014,50.00%,63.833333333333336,67.53999999999999,58.04,59.7,10.125,67.03999999999999
Texans,2019,5.627326248671626,161.24989190679736,1874.0,888.0,555.0,1187.0,283.0,11.0,113.0,5.0,32.0,5.0,1.0,18.0,7.0,2.0,0.0,0.0,1.0,45.0,64.0,3.0,517.0,38.0,-0.002,61.10%,76.925,75.45,82.075,71.10000000000001,6.85,88.85
Titans,2019,4.838636025504782,460.8650818272081,2513.0,1191.0,837.0,1621.0,290.0,31.0,132.0,3.0,34.0,6.0,0.0,14.0,6.0,5.0,2.0,0.0,0.0,64.0,97.0,6.0,689.0,54.0,0.084,57.90%,65.1,69.175,78.925,69.6,9.075000000000001,63.125
Vikings,2019,7.980182252922423,102.7697213963136,2265.0,1200.0,612.0,1441.0,304.0,34.0,141.0,5.0,36.0,12.0,1.0,21.0,12.0,7.0,0.0,1.0,3.0,41.0,64.0,2.0,462.0,42.0,0.123,61.10%,87.10000000000001,84.53333333333333,52.53333333333333,67.8,10.866666666666667,61.666666666666664
49ers,2020,6.4274384460141265,381.3158489749848,2117.0,1038.0,581.0,1251.0,402.0,33.0,138.0,3.0,49.0,1.0,0.0,17.0,8.0,6.0,3.0,4.0,2.0,61.0,88.0,9.0,779.0,49.0,0.025,37.50%,57.82000000000001,60.04,57.42,69.175,9.9,95.22
Bears,2020,3.205827447023209,161.1384104780388,2270.0,1070.0,757.0,1397.0,362.0,16.0,135.0,2.0,41.0,4.0,0.0,20.0,11.0,4.0,1.0,4.0,2.0,57.0,81.0,6.0,767.0,54.0,-0.032,47.10%,69.7,71.7,80.075,53.275,21.075,84.825
Bengals,2020,5.668215438950555,352.5449156528503,2198.0,1002.0,739.0,1245.0,289.0,50.0,184.0,6.0,53.0,3.0,0.0,23.0,17.0,3.0,1.0,4.0,2.0,60.0,96.0,7.0,742.0,43.0,-0.139,26.70%,71.36666666666666,73.89999999999999,84.93333333333334,73.23333333333333,9.266666666666667,96.2
Bills,2020,8.802075681130171,112.98403692133414,2227.0,1148.0,634.0,1320.0,323.0,46.0,159.0,6.0,44.0,5.0,0.0,25.0,4.0,6.0,0.0,2.0,1.0,54.0,76.0,5.0,513.0,47.0,0.134,79.00%,62.875,62.85,61.724999999999994,56.75,18.6,91.55
Broncos,2020,13.667152371342079,141.01100175639618,2235.0,1245.0,618.0,1383.0,338.0,30.0,161.0,4.0,56.0,6.0,0.0,26.0,6.0,3.0,1.0,0.0,3.0,78.0,103.0,8.0,790.0,46.0,-0.112,31.30%,57.339999999999996,56.92,70.66,59.125,12.125,60.839999999999996
Browns,2020,4.057583753784056,762.998390363405,2180.0,1211.0,571.0,1350.0,310.0,37.0,151.0,3.0,36.0,3.0,1.0,34.0,10.0,5.0,0.0,1.0,3.0,69.0,105.0,14.0,906.0,49.0,0.01,66.70%,55.04,55.660000000000004,49.160000000000004,58.075,15.725,87.86
Buccaneers,2020,2.0060232088799195,439.72696046460914,2167.0,1218.0,561.0,1396.0,262.0,33.0,139.0,8.0,41.0,5.0,0.0,25.0,8.0,2.0,0.0,3.0,3.0,46.0,70.0,4.0,630.0,48.0,0.186,75.00%,59.175,62.425,77.9,65.225,12.225,81.025
Cardinals,2020,3.5379707366296667,357.884602273885,2045.0,990.0,654.0,1217.0,261.0,33.0,170.0,9.0,59.0,2.0,0.0,25.0,10.0,4.0,0.0,1.0,0.0,53.0,80.0,6.0,565.0,45.0,0.018,50.00%,67.58000000000001,70.52000000000001,81.06,68.96000000000001,9.32,90.84
Chargers,2020,4.174829969727548,650.3077416284523,2028.0,1021.0,678.0,1260.0,234.0,27.0,138.0,4.0,44.0,4.0,0.0,27.0,4.0,2.0,0.0,0.0,1.0,65.0,91.0,7.0,648.0,44.0,0.015,43.80%,54.9,54.6,75.45,51.2,19.775,88.85000000000001
Chiefs,2020,11.6295736629667,292.5619386654732,2732.0,919.0,908.0,1634.0,629.0,25.0,186.0,5.0,49.0,10.0,2.0,33.0,7.0,9.0,1.0,2.0,1.0,107.0,150.0,10.0,1321.0,52.0,0.112,84.20%,58.525,57.65,67.925,55.85,14.275,104.975
Colts,2020,3.6436841574167516,624.686376425398,2072.0,1304.0,508.0,1292.0,147.0,19.0,125.0,7.0,45.0,4.0,1.0,13.0,9.0,5.0,1.0,2.0,0.0,39.0,60.0,7.0,457.0,45.0,0.092,64.70%,63.279999999999994,58.879999999999995,47.480000000000004,70.3,5.16,90.10000000000001
Commanders,2020,8.377820887991927,239.71060652102773,1459.0,995.0,308.0,834.0,95.0,31.0,91.0,3.0,29.0,2.0,0.0,24.0,7.0,6.0,1.0,2.0,0.0,24.0,40.0,4.0,309.0,33.0,0.033,41.20%,62.575,64.225,48.45,57.224999999999994,15.5,84.65
Cowboys,2020,2.238545408678103,166.8792273470895,2221.0,1042.0,749.0,1238.0,274.0,31.0,139.0,2.0,50.0,3.0,0.0,24.0,2.0,4.0,1.0,4.0,2.0,47.0,63.0,9.0,492.0,46.0,-0.101,37.50%,60.4,60.325,70.375,67.525,10.025,98.9
Dolphins,2020,7.769626135216953,358.4482064376403,2289.0,1047.0,710.0,1325.0,227.0,40.0,159.0,4.0,40.0,3.0,0.0,24.0,14.0,3.0,0.0,1.0,1.0,77.0,114.0,3.0,818.0,58.0,0.049,62.50%,57.14,57.42,70.08,70.72,6.859999999999999,94.26
Eagles,2020,4.357481331987891,152.1762291791409,2455.0,1129.0,661.0,1401.0,326.0,39.0,149.0,7.0,61.0,4.0,0.0,32.0,10.0,4.0,0.0,1.0,2.0,66.0,102.0,2.0,695.0,53.0,-0.08,26.70%,68.25,66.625,77.45,54.65,15.475000000000001,72.7
Falcons,2020,8.886457618567105,441.7735130996735,2130.0,1195.0,639.0,1377.0,227.0,33.0,138.0,7.0,35.0,3.0,0.0,19.0,4.0,4.0,0.0,1.0,1.0,66.0,89.0,5.0,867.0,50.0,-0.029,25.00%,60.54,63.82000000000001,78.46000000000001,68.12,10.120000000000001,106.6
Giants,2020,3.503342078708375,679.3196282005805,1988.0,771.0,497.0,1231.0,412.0,39.0,138.0,9.0,42.0,3.0,0.0,20.0,9.0,4.0,0.0,1.0,1.0,77.0,110.0,5.0,882.0,46.0,-0.093,37.50%,58.279999999999994,57.48,66.92,62.92,16.619999999999997,87.4
Jaguars,2020,2.740922300706357,206.47430084842162,2094.0,909.0,602.0,1116.0,276.0,41.0,164.0,5.0,53.0,5.0,0.0,22.0,7.0,12.0,1.0,0.0,1.0,61.0,80.0,7.0,650.0,45.0,-0.217,6.30%,59.220000000000006,58.44,50.58,67.85000000000001,10.525,66.6
Jets,2020,4.360067608476286,427.9726360170917,2172.0,1140.0,526.0,1231.0,256.0,39.0,127.0,3.0,37.0,2.0,0.0,24.0,13.0,7.0,1.0,2.0,3.0,54.0,86.0,9.0,672.0,38.0,-0.222,12.50%,58.55,58.575,75.675,62.1,14.325,107.75
Lions,2020,4.1242547931382445,361.087824764611,2173.0,1104.0,600.0,1242.0,282.0,26.0,149.0,4.0,24.0,2.0,0.0,23.0,5.0,5.0,1.0,0.0,0.0,68.0,97.0,11.0,887.0,48.0,-0.191,31.30%,55.65,57.525,48.75,63.925,8.35,88.175
Packers,2020,7.414504540867809,526.3058192824524,2665.0,1135.0,932.0,1713.0,516.0,44.0,189.0,8.0,59.0,7.0,0.0,43.0,19.0,4.0,0.0,2.0,2.0,91.0,140.0,6.0,1039.0,68.0,0.195,77.80%,68.56666666666666,67.5,68.18333333333332,51.383333333333326,17.349999999999998,74.41666666666667
Panthers,2020,4.564980322906155,345.0902467399741,3051.0,1135.0,1043.0,1802.0,566.0,56.0,227.0,8.0,75.0,3.0,0.0,49.0,9.0,4.0,1.0,3.0,4.0,116.0,158.0,13.0,1117.0,55.0,-0.068,31.30%,56.35,56.620000000000005,78.32000000000001,51.6,15.024999999999999,89.44
Patriots,2020,6.937381937436933,409.9253846698592,2483.0,725.0,1182.0,1330.0,252.0,53.0,197.0,8.0,66.0,4.0,1.0,29.0,5.0,4.0,0.0,0.0,0.0,89.0,116.0,4.0,940.0,61.0,-0.071,43.80%,57.98,62.660000000000004,76.05999999999999,61.650000000000006,12.5,80.36
Raiders,2020,9.696482341069625,413.7001685883978,2083.0,1178.0,552.0,1203.0,214.0,31.0,140.0,6.0,38.0,5.0,0.0,30.0,12.0,5.0,0.0,0.0,0.0,42.0,69.0,6.0,723.0,45.0,-0.071,50.00%,54.474999999999994,56.45,62.65,58.125,14.200000000000001,80.325
Rams,2020,3.0205726538849644,435.358874613816,2346.0,1174.0,704.0,1546.0,422.0,49.0,179.0,2.0,59.0,5.0,0.0,17.0,12.0,2.0,1.0,1.0,0.0,97.0,131.0,6.0,917.0,51.0,0.151,61.10%,64.0,64.78333333333333,81.58333333333333,80.36,4.74,80.56666666666666
Ravens,2020,3.0562174571140264,154.75100526555514,2153.0,1053.0,548.0,1307.0,235.0,35.0,144.0,3.0,43.0,1.0,0.0,19.0,5.0,10.0,1.0,4.0,4.0,50.0,78.0,5.0,501.0,44.0,0.137,66.70%,57.7,53.375,67.525,65.3,29.425,81.725
Saints,2020,4.140575176589303,393.7590678827753,2060.0,1153.0,424.0,1268.0,207.0,22.0,140.0,6.0,43.0,6.0,0.0,10.0,10.0,11.0,1.0,1.0,1.0,64.0,88.0,6.0,801.0,41.0,0.14,72.20%,67.075,70.15,58.6,80.525,4.55,89.525
Seahawks,2020,5.955299697275478,965.0546325943596,1985.0,1171.0,446.0,1263.0,232.0,37.0,123.0,4.0,41.0,5.0,0.0,20.0,6.0,4.0,1.0,1.0,0.0,56.0,74.0,6.0,677.0,36.0,0.06,70.60%,53.05,58.5,70.025,60.325,16.175,84.025
Steelers,2020,3.364785065590313,875.8869122695323,1967.0,1051.0,497.0,1187.0,368.0,25.0,130.0,1.0,29.0,6.0,1.0,17.0,12.0,6.0,0.0,1.0,1.0,37.0,71.0,3.0,506.0,46.0,0.141,70.60%,68.125,69.05000000000001,81.8,75.06666666666666,6.866666666666667,51.1
Texans,2020,3.308882946518668,242.24193056459202,1940.0,641.0,537.0,1050.0,580.0,29.0,138.0,5.0,43.0,0.0,0.0,22.0,5.0,8.0,0.0,1.0,0.0,93.0,119.0,5.0,886.0,35.0,-0.075,25.00%,57.95,55.120000000000005,55.2,59.5,30.9,61.040000000000006
